                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.1698,                0.72892,                  1.027,                0.90925,                0.83684,                0.90669,                0.70652,                0.99038,                0.60232,                 0.9851,               0.004951,               0.004951,               0.004951
                    156,                 1.1713,                0.73103,                 1.0277,                0.90796,                0.83791,                0.90702,                0.70748,                0.98868,                0.60097,                0.98441,               0.004918,               0.004918,               0.004918
                    157,                 1.1667,                0.72793,                 1.0259,                0.91007,                 0.8378,                0.90759,                0.70796,                0.98847,                0.59957,                0.98414,               0.004885,               0.004885,               0.004885
                    158,                 1.1646,                0.72514,                 1.0248,                0.90999,                0.83811,                0.90774,                0.70848,                0.98777,                0.59806,                0.98374,               0.004852,               0.004852,               0.004852
                    159,                 1.1614,                0.72287,                 1.0231,                0.91388,                0.83657,                0.90822,                0.70916,                0.98611,                0.59657,                0.98317,               0.004819,               0.004819,               0.004819
                    160,                 1.1617,                 0.7244,                 1.0238,                0.91315,                0.83779,                0.90872,                0.70968,                 0.9848,                0.59522,                0.98262,               0.004786,               0.004786,               0.004786
                    161,                 1.1576,                0.72082,                 1.0223,                0.91431,                0.83659,                0.90878,                0.71028,                 0.9844,                0.59384,                 0.9823,               0.004753,               0.004753,               0.004753
                    162,                 1.1553,                 0.7183,                 1.0211,                0.91143,                0.83857,                0.90953,                0.71117,                0.98367,                0.59248,                0.98182,                0.00472,                0.00472,                0.00472
                    163,                 1.1519,                0.71626,                 1.0183,                0.91363,                0.83654,                0.90963,                0.71167,                0.98284,                 0.5911,                0.98138,               0.004687,               0.004687,               0.004687
                    164,                 1.1509,                0.71519,                 1.0189,                0.91495,                 0.8362,                 0.9103,                0.71217,                0.98138,                0.58995,                0.98083,               0.004654,               0.004654,               0.004654
                    165,                  1.149,                0.71386,                   1.02,                0.91133,                0.84112,                0.91111,                 0.7132,                0.98002,                 0.5885,                0.98031,               0.004621,               0.004621,               0.004621
                    166,                 1.1463,                0.71118,                 1.0184,                 0.9078,                0.84545,                0.91159,                0.71406,                0.97855,                0.58701,                0.97968,               0.004588,               0.004588,               0.004588
                    167,                 1.1443,                0.71067,                 1.0174,                0.90825,                0.84662,                0.91219,                0.71503,                0.97681,                0.58545,                0.97896,               0.004555,               0.004555,               0.004555
                    168,                 1.1449,                0.71021,                 1.0171,                0.91545,                0.84132,                 0.9126,                0.71564,                 0.9753,                0.58408,                0.97828,               0.004522,               0.004522,               0.004522
                    169,                 1.1423,                0.70786,                  1.016,                0.91701,                0.83991,                0.91276,                0.71615,                0.97516,                0.58263,                0.97806,               0.004489,               0.004489,               0.004489
                    170,                  1.139,                0.70378,                 1.0152,                 0.9183,                0.84051,                 0.9131,                0.71633,                0.97357,                0.58134,                0.97743,               0.004456,               0.004456,               0.004456
                    171,                 1.1377,                0.70277,                 1.0133,                 0.9202,                0.84094,                0.91355,                 0.7167,                0.97291,                0.58002,                0.97705,               0.004423,               0.004423,               0.004423
                    172,                 1.1324,                0.70031,                 1.0116,                0.92296,                0.84026,                0.91418,                0.71769,                0.97209,                0.57861,                0.97663,                0.00439,                0.00439,                0.00439
                    173,                  1.132,                0.70036,                 1.0123,                 0.9207,                0.84303,                0.91461,                0.71839,                0.97072,                0.57708,                0.97607,               0.004357,               0.004357,               0.004357
                    174,                  1.129,                0.69787,                 1.0106,                0.92135,                 0.8432,                0.91484,                0.71987,                0.96875,                 0.5754,                0.97539,               0.004324,               0.004324,               0.004324
                    175,                 1.1281,                0.69674,                 1.0111,                0.92241,                0.84289,                0.91503,                0.72082,                0.96681,                0.57377,                0.97479,               0.004291,               0.004291,               0.004291
                    176,                 1.1256,                0.69579,                  1.009,                0.91884,                 0.8466,                 0.9159,                0.72159,                 0.9662,                0.57268,                0.97442,               0.004258,               0.004258,               0.004258
                    177,                 1.1222,                0.69225,                 1.0086,                0.92097,                0.84596,                0.91629,                0.72217,                 0.9651,                0.57139,                0.97394,               0.004225,               0.004225,               0.004225
                    178,                 1.1193,                0.68877,                 1.0074,                0.92323,                0.84485,                0.91689,                0.72309,                0.96372,                0.56981,                 0.9734,               0.004192,               0.004192,               0.004192
                    179,                 1.1208,                0.69131,                 1.0071,                0.92229,                0.84703,                0.91736,                0.72368,                0.96268,                0.56857,                0.97298,               0.004159,               0.004159,               0.004159
                    180,                 1.1182,                0.68841,                 1.0075,                0.92149,                0.84837,                0.91755,                0.72425,                0.96082,                0.56686,                0.97238,               0.004126,               0.004126,               0.004126
                    181,                 1.1151,                0.68792,                 1.0069,                0.91982,                 0.8499,                0.91783,                0.72533,                0.95883,                0.56516,                0.97175,               0.004093,               0.004093,               0.004093
                    182,                 1.1123,                 0.6848,                 1.0056,                0.92123,                0.85064,                0.91818,                 0.7256,                0.95632,                0.56347,                0.97093,                0.00406,                0.00406,                0.00406
                    183,                 1.1099,                0.68262,                 1.0038,                0.92196,                0.84976,                0.91846,                0.72623,                0.95435,                0.56207,                0.97019,               0.004027,               0.004027,               0.004027
                    184,                 1.1087,                0.68291,                 1.0039,                0.92079,                0.85291,                0.91862,                0.72691,                0.95243,                0.56057,                0.96953,               0.003994,               0.003994,               0.003994
                    185,                 1.1067,                0.67976,                 1.0024,                0.91981,                0.85493,                0.91877,                0.72711,                0.95173,                0.55948,                0.96909,               0.003961,               0.003961,               0.003961
                    186,                  1.105,                0.67953,                 1.0014,                0.92094,                0.85476,                0.91907,                0.72698,                0.95186,                0.55834,                0.96894,               0.003928,               0.003928,               0.003928
                    187,                 1.1006,                0.67513,                 1.0018,                0.92179,                0.85529,                 0.9197,                0.72772,                0.95079,                0.55711,                0.96858,               0.003895,               0.003895,               0.003895
                    188,                 1.1001,                0.67532,                 1.0004,                0.92079,                0.85567,                   0.92,                0.72778,                0.95103,                0.55609,                0.96853,               0.003862,               0.003862,               0.003862
                    189,                 1.0955,                0.67026,                0.99796,                 0.9212,                0.85613,                0.92035,                0.72866,                0.94912,                0.55438,                0.96794,               0.003829,               0.003829,               0.003829
                    190,                 1.0931,                0.66885,                0.99627,                0.92299,                0.85489,                0.92099,                 0.7297,                0.94855,                0.55305,                0.96757,               0.003796,               0.003796,               0.003796
                    191,                 1.0906,                0.66687,                0.99751,                0.92339,                0.85525,                 0.9216,                0.73012,                0.94879,                 0.5521,                 0.9675,               0.003763,               0.003763,               0.003763
                    192,                 1.0892,                0.66576,                0.99651,                 0.9245,                0.85546,                0.92229,                0.73085,                0.94714,                 0.5508,                0.96698,                0.00373,                0.00373,                0.00373
                    193,                 1.0883,                0.66539,                0.99626,                0.92473,                0.85629,                0.92259,                0.73193,                0.94405,                0.54895,                0.96601,               0.003697,               0.003697,               0.003697
                    194,                  1.084,                0.66159,                0.99271,                0.92352,                0.85828,                0.92319,                0.73285,                0.94429,                0.54797,                0.96581,               0.003664,               0.003664,               0.003664
                    195,                  1.083,                0.66166,                0.99378,                 0.9231,                0.85934,                 0.9232,                0.73322,                0.94408,                0.54666,                0.96554,               0.003631,               0.003631,               0.003631
                    196,                 1.0803,                0.66023,                0.99287,                0.92293,                0.85897,                0.92373,                0.73367,                0.94391,                0.54558,                 0.9653,               0.003598,               0.003598,               0.003598
                    197,                 1.0772,                0.65866,                 0.9913,                0.92294,                0.85945,                0.92394,                0.73366,                0.94493,                 0.5447,                0.96538,               0.003565,               0.003565,               0.003565
                    198,                 1.0758,                0.65656,                0.99165,                0.92312,                0.86002,                0.92413,                0.73434,                0.94378,                0.54325,                0.96497,               0.003532,               0.003532,               0.003532
                    199,                 1.0729,                0.65435,                0.99115,                  0.924,                0.86095,                0.92461,                0.73455,                0.94269,                0.54195,                0.96454,               0.003499,               0.003499,               0.003499
                    200,                 1.0705,                0.65229,                0.98934,                0.92732,                0.85886,                0.92431,                0.73537,                0.94095,                0.54044,                0.96403,               0.003466,               0.003466,               0.003466
                    201,                 1.0689,                0.65076,                0.98889,                0.92704,                0.86053,                0.92475,                0.73602,                0.94053,                0.53941,                0.96368,               0.003433,               0.003433,               0.003433
                    202,                 1.0664,                0.64976,                0.98772,                0.92891,                0.85938,                0.92522,                0.73666,                0.93952,                0.53812,                0.96327,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.0637,                 0.6485,                0.98639,                 0.9312,                0.85772,                0.92533,                0.73675,                0.93917,                0.53708,                0.96293,               0.003367,               0.003367,               0.003367
                    204,                 1.0607,                0.64373,                0.98467,                0.93016,                0.85914,                0.92569,                0.73724,                0.93909,                0.53574,                0.96276,               0.003334,               0.003334,               0.003334
                    205,                  1.057,                0.64189,                 0.9854,                0.92953,                0.86082,                0.92563,                0.73768,                0.93828,                0.53472,                 0.9625,               0.003301,               0.003301,               0.003301
                    206,                 1.0556,                0.64036,                0.98331,                0.92978,                0.86063,                0.92618,                0.73785,                0.93762,                0.53361,                0.96215,               0.003268,               0.003268,               0.003268
                    207,                  1.052,                0.63969,                 0.9832,                0.93055,                0.86076,                0.92661,                0.73864,                0.93663,                0.53228,                0.96166,               0.003235,               0.003235,               0.003235
                    208,                 1.0506,                 0.6376,                 0.9825,                 0.9302,                0.86171,                0.92719,                0.73875,                0.93736,                0.53133,                0.96171,               0.003202,               0.003202,               0.003202
                    209,                 1.0486,                 0.6342,                0.98095,                0.93192,                0.86061,                0.92774,                0.73911,                0.93797,                0.53027,                0.96174,               0.003169,               0.003169,               0.003169
                    210,                 1.0419,                0.63087,                 0.9781,                0.93259,                0.86169,                0.92789,                0.73953,                0.93822,                0.52924,                0.96152,               0.003136,               0.003136,               0.003136
                    211,                  1.045,                0.63443,                0.98134,                0.93222,                0.86246,                0.92837,                 0.7398,                0.93821,                0.52811,                 0.9613,               0.003103,               0.003103,               0.003103
                    212,                 1.0393,                0.62865,                0.97728,                0.92933,                0.86485,                0.92872,                0.74037,                0.93679,                0.52707,                0.96084,                0.00307,                0.00307,                0.00307
                    213,                 1.0351,                0.62625,                0.97555,                0.93051,                0.86515,                0.92935,                0.74135,                 0.9357,                 0.5258,                0.96038,               0.003037,               0.003037,               0.003037
                    214,                 1.0363,                0.62643,                0.97723,                0.93098,                0.86576,                0.92979,                  0.742,                0.93494,                0.52437,                0.96001,               0.003004,               0.003004,               0.003004
                    215,                 1.0314,                0.62419,                 0.9751,                0.93221,                 0.8656,                0.92991,                 0.7432,                0.93229,                 0.5227,                0.95908,               0.002971,               0.002971,               0.002971
                    216,                 1.0316,                0.62437,                0.97509,                0.93191,                0.86611,                0.93018,                0.74344,                0.93114,                0.52165,                0.95868,               0.002938,               0.002938,               0.002938
                    217,                 1.0279,                0.62123,                0.97437,                0.93228,                0.86533,                0.93041,                0.74436,                0.92807,                0.51987,                0.95777,               0.002905,               0.002905,               0.002905
                    218,                 1.0235,                0.61706,                0.97286,                0.93323,                0.86509,                0.93089,                0.74507,                0.92758,                0.51862,                0.95754,               0.002872,               0.002872,               0.002872
                    219,                 1.0213,                0.61607,                0.97198,                0.93159,                0.86706,                0.93151,                0.74583,                0.92677,                0.51732,                0.95734,               0.002839,               0.002839,               0.002839
                    220,                 1.0195,                0.61405,                 0.9704,                0.93279,                 0.8675,                0.93168,                0.74638,                0.92492,                0.51612,                0.95673,               0.002806,               0.002806,               0.002806
                    221,                 1.0171,                0.61371,                0.97087,                0.93297,                0.86814,                0.93176,                0.74679,                0.92394,                0.51487,                0.95637,               0.002773,               0.002773,               0.002773
                    222,                  1.013,                0.60882,                0.96884,                0.93417,                0.86875,                0.93214,                0.74759,                0.92148,                0.51344,                0.95568,                0.00274,                0.00274,                0.00274
                    223,                 1.0112,                0.60686,                0.96787,                0.93213,                0.86966,                0.93278,                0.74824,                0.91913,                0.51179,                0.95502,               0.002707,               0.002707,               0.002707
                    224,                 1.0081,                  0.605,                0.96709,                0.93167,                0.87102,                0.93327,                0.74945,                0.91576,                   0.51,                0.95412,               0.002674,               0.002674,               0.002674
                    225,                 1.0068,                 0.6054,                0.96651,                0.93237,                0.87104,                0.93367,                0.75024,                0.91392,                0.50851,                0.95353,               0.002641,               0.002641,               0.002641
                    226,                 1.0041,                0.60289,                0.96685,                0.93241,                0.87189,                0.93368,                0.75041,                 0.9125,                0.50718,                0.95313,               0.002608,               0.002608,               0.002608
                    227,                 1.0001,                0.60056,                0.96601,                0.93252,                0.87169,                0.93408,                 0.7512,                0.91014,                0.50539,                0.95233,               0.002575,               0.002575,               0.002575
                    228,                0.99677,                0.59814,                0.96231,                0.93127,                0.87491,                0.93453,                 0.7523,                0.90808,                0.50391,                0.95166,               0.002542,               0.002542,               0.002542
                    229,                0.99381,                0.59648,                0.96226,                0.93107,                0.87625,                0.93485,                0.75261,                0.90708,                0.50254,                0.95122,               0.002509,               0.002509,               0.002509
                    230,                0.98991,                  0.593,                0.96005,                0.93286,                0.87555,                0.93531,                0.75332,                0.90519,                0.50111,                0.95055,               0.002476,               0.002476,               0.002476
                    231,                0.98791,                0.59176,                0.96051,                0.93275,                0.87584,                0.93569,                0.75402,                0.90377,                0.49977,                0.95013,               0.002443,               0.002443,               0.002443
                    232,                 0.9844,                0.59018,                0.95832,                0.93506,                0.87465,                0.93583,                0.75489,                0.90102,                0.49792,                0.94923,                0.00241,                0.00241,                0.00241
                    233,                0.98212,                0.58851,                0.95773,                 0.9313,                0.87787,                0.93633,                0.75623,                0.89978,                0.49676,                0.94879,               0.002377,               0.002377,               0.002377
                    234,                0.98147,                0.58745,                0.95677,                0.93252,                0.87782,                0.93653,                0.75724,                0.89757,                0.49561,                 0.9481,               0.002344,               0.002344,               0.002344
                    235,                0.97514,                0.58346,                0.95548,                0.93306,                0.87804,                0.93677,                0.75752,                0.89689,                0.49448,                0.94792,               0.002311,               0.002311,               0.002311
                    236,                0.97326,                0.58214,                0.95352,                0.93246,                0.87959,                0.93719,                0.75802,                0.89611,                0.49327,                0.94757,               0.002278,               0.002278,               0.002278
                    237,                0.96963,                0.58044,                0.95485,                 0.9367,                  0.877,                0.93763,                0.75846,                0.89507,                 0.4918,                0.94722,               0.002245,               0.002245,               0.002245
                    238,                0.96827,                0.57849,                 0.9543,                0.93732,                0.87764,                0.93794,                0.75899,                0.89316,                0.49049,                0.94664,               0.002212,               0.002212,               0.002212
                    239,                0.96227,                0.57389,                0.95173,                0.93787,                 0.8775,                0.93835,                0.76035,                0.88991,                0.48871,                0.94569,               0.002179,               0.002179,               0.002179
                    240,                0.96099,                0.57341,                0.95136,                0.93865,                0.87807,                0.93872,                0.76065,                0.88867,                0.48737,                0.94533,               0.002146,               0.002146,               0.002146
                    241,                0.95662,                 0.5704,                0.95007,                0.94091,                0.87799,                0.93902,                0.76107,                0.88781,                0.48613,                  0.945,               0.002113,               0.002113,               0.002113
                    242,                0.95539,                0.56994,                0.94885,                 0.9393,                 0.8791,                 0.9392,                0.76211,                0.88561,                0.48464,                 0.9444,                0.00208,                0.00208,                0.00208
                    243,                0.95073,                  0.565,                0.94794,                0.93938,                0.87925,                0.93962,                0.76287,                0.88387,                0.48322,                0.94385,               0.002047,               0.002047,               0.002047
                    244,                0.94911,                0.56553,                 0.9483,                0.94132,                0.87828,                0.93992,                0.76332,                0.88419,                0.48236,                0.94376,               0.002014,               0.002014,               0.002014
                    245,                0.94327,                  0.561,                0.94473,                0.93985,                 0.8802,                0.94005,                0.76368,                 0.8825,                0.48091,                0.94324,               0.001981,               0.001981,               0.001981
                    246,                 0.9419,                0.56122,                0.94459,                0.93786,                0.88242,                 0.9402,                0.76405,                0.88177,                0.47962,                0.94294,               0.001948,               0.001948,               0.001948
                    247,                0.93915,                0.55885,                0.94427,                0.93895,                0.88242,                0.94061,                0.76424,                0.88137,                0.47848,                0.94261,               0.001915,               0.001915,               0.001915
                    248,                0.93401,                0.55526,                0.94131,                0.93911,                0.88258,                0.94096,                0.76464,                0.88104,                0.47716,                0.94243,               0.001882,               0.001882,               0.001882
                    249,                0.93169,                0.55338,                0.94109,                0.94226,                0.88206,                0.94144,                0.76484,                0.88012,                0.47606,                0.94205,               0.001849,               0.001849,               0.001849
                    250,                0.92822,                0.55091,                0.93881,                0.94223,                0.88251,                 0.9417,                 0.7654,                0.87794,                0.47458,                0.94142,               0.001816,               0.001816,               0.001816
                    251,                0.92609,                0.54894,                0.93978,                0.94194,                 0.8837,                0.94214,                0.76613,                0.87741,                0.47344,                0.94118,               0.001783,               0.001783,               0.001783
                    252,                0.92161,                0.54702,                 0.9373,                0.94158,                0.88531,                0.94272,                0.76665,                0.87568,                0.47196,                0.94065,                0.00175,                0.00175,                0.00175
                    253,                 0.9164,                0.54402,                0.93595,                0.94243,                0.88481,                0.94283,                0.76708,                0.87605,                0.47106,                0.94061,               0.001717,               0.001717,               0.001717
                    254,                0.91509,                0.54114,                 0.9345,                0.94354,                0.88489,                0.94336,                0.76722,                0.87599,                0.46976,                 0.9404,               0.001684,               0.001684,               0.001684
                    255,                0.90904,                0.53766,                0.93352,                0.94313,                0.88525,                0.94374,                0.76791,                0.87508,                0.46879,                0.94014,               0.001651,               0.001651,               0.001651
                    256,                0.90666,                0.53535,                0.93299,                0.94263,                0.88672,                0.94411,                0.76821,                0.87604,                0.46782,                0.94035,               0.001618,               0.001618,               0.001618
                    257,                0.90133,                0.53354,                0.93203,                0.94215,                0.88751,                0.94425,                0.76829,                0.87595,                0.46672,                0.94028,               0.001585,               0.001585,               0.001585
                    258,                0.89868,                0.53024,                0.93051,                0.94273,                 0.8875,                 0.9446,                0.76913,                0.87444,                0.46538,                0.93978,               0.001552,               0.001552,               0.001552
                    259,                0.89459,                0.52782,                0.92788,                0.94295,                0.88705,                0.94493,                0.76932,                0.87429,                0.46415,                0.93972,               0.001519,               0.001519,               0.001519
                    260,                0.89232,                0.52709,                0.92938,                0.94392,                0.88795,                0.94533,                0.76958,                0.87449,                 0.4631,                0.93971,               0.001486,               0.001486,               0.001486
                    261,                0.88684,                0.52292,                0.92704,                 0.9453,                0.88806,                0.94568,                0.77019,                0.87392,                0.46197,                0.93956,               0.001453,               0.001453,               0.001453
                    262,                0.88328,                0.52269,                 0.9253,                0.94468,                0.88874,                0.94585,                0.77117,                0.87193,                0.46071,                0.93898,                0.00142,                0.00142,                0.00142
                    263,                0.88076,                0.52023,                0.92374,                0.94432,                0.88925,                 0.9459,                0.77115,                0.87261,                 0.4599,                0.93913,               0.001387,               0.001387,               0.001387
                    264,                0.87522,                0.51673,                  0.923,                0.94435,                0.89018,                0.94599,                0.77141,                0.87312,                0.45908,                0.93926,               0.001354,               0.001354,               0.001354
                    265,                0.87084,                0.51313,                0.92131,                0.94556,                0.89045,                0.94636,                0.77173,                0.87402,                 0.4582,                0.93958,               0.001321,               0.001321,               0.001321
                    266,                0.86787,                0.51268,                0.92095,                0.94599,                0.89063,                0.94659,                0.77198,                0.87446,                0.45729,                0.93963,               0.001288,               0.001288,               0.001288
                    267,                0.86288,                0.50843,                 0.9185,                0.94729,                0.88972,                0.94668,                0.77252,                0.87285,                0.45565,                0.93919,               0.001255,               0.001255,               0.001255
                    268,                 0.8568,                0.50395,                0.91659,                0.94405,                0.89135,                0.94683,                0.77318,                0.87147,                0.45442,                0.93875,               0.001222,               0.001222,               0.001222
                    269,                0.85437,                0.50336,                0.91622,                0.94439,                0.89134,                0.94719,                0.77414,                0.86825,                0.45267,                0.93773,               0.001189,               0.001189,               0.001189
                    270,                0.85067,                0.50076,                0.91634,                0.94521,                0.89211,                0.94739,                0.77428,                0.86698,                0.45136,                0.93738,               0.001156,               0.001156,               0.001156
                    271,                0.84562,                0.49703,                0.91401,                0.94545,                0.89199,                0.94757,                0.77532,                0.86607,                0.45008,                 0.9371,               0.001123,               0.001123,               0.001123
                    272,                0.84126,                0.49404,                0.91225,                0.94647,                0.89285,                0.94755,                0.77604,                0.86375,                0.44848,                0.93654,                0.00109,                0.00109,                0.00109
                    273,                0.83772,                0.49266,                0.91117,                0.94772,                0.89302,                0.94805,                0.77726,                0.85983,                0.44672,                0.93545,               0.001057,               0.001057,               0.001057
                    274,                0.83257,                 0.4898,                0.90953,                  0.947,                0.89359,                0.94837,                0.77731,                0.86041,                0.44599,                0.93557,               0.001024,               0.001024,               0.001024
                    275,                0.82834,                0.48695,                0.90944,                 0.9465,                 0.8944,                0.94846,                0.77802,                0.85965,                0.44493,                0.93533,               0.000991,               0.000991,               0.000991
                    276,                0.82349,                0.48373,                0.90668,                0.94706,                0.89438,                0.94862,                0.77822,                0.85849,                0.44387,                0.93498,               0.000958,               0.000958,               0.000958
                    277,                0.82106,                0.48255,                0.90739,                0.94717,                0.89542,                0.94909,                0.77842,                0.85785,                0.44282,                0.93476,               0.000925,               0.000925,               0.000925
                    278,                0.81331,                0.47759,                0.90409,                0.94719,                0.89557,                0.94924,                0.77845,                0.85815,                0.44203,                0.93496,               0.000892,               0.000892,               0.000892
                    279,                0.80939,                0.47619,                0.90315,                0.94647,                0.89701,                0.94944,                 0.7794,                0.85761,                0.44101,                0.93474,               0.000859,               0.000859,               0.000859
                    280,                0.80502,                 0.4721,                0.90165,                0.94634,                0.89721,                0.94972,                0.78022,                0.85677,                0.43983,                0.93454,               0.000826,               0.000826,               0.000826
                    281,                0.80033,                0.46959,                0.90143,                0.94693,                0.89727,                0.94998,                0.78098,                0.85316,                0.43806,                0.93368,               0.000793,               0.000793,               0.000793
                    282,                0.79593,                0.46654,                0.89866,                0.94884,                0.89675,                0.95022,                0.78136,                0.85291,                0.43733,                0.93361,                0.00076,                0.00076,                0.00076
                    283,                0.79171,                0.46528,                0.89807,                0.95007,                0.89625,                0.95043,                0.78195,                0.85238,                0.43631,                0.93352,               0.000727,               0.000727,               0.000727
                    284,                0.78628,                0.46279,                 0.8965,                 0.9507,                0.89586,                0.95052,                0.78246,                0.85154,                0.43512,                0.93328,               0.000694,               0.000694,               0.000694
                    285,                0.78209,                0.46008,                 0.8947,                0.95074,                0.89636,                0.95073,                0.78298,                0.85045,                0.43386,                0.93291,               0.000661,               0.000661,               0.000661
                    286,                0.77614,                0.45623,                0.89266,                0.95134,                 0.8968,                0.95103,                0.78423,                0.84732,                0.43216,                0.93201,               0.000628,               0.000628,               0.000628
                    287,                0.77195,                0.45422,                0.89222,                0.95086,                 0.8973,                0.95135,                0.78426,                0.84926,                0.43191,                0.93257,               0.000595,               0.000595,               0.000595
                    288,                0.76627,                0.44968,                0.89007,                0.95178,                0.89641,                0.95144,                0.78412,                0.85014,                0.43112,                0.93282,               0.000562,               0.000562,               0.000562
                    289,                0.76014,                0.44614,                0.88854,                0.95296,                0.89604,                0.95122,                0.78432,                0.84971,                 0.4305,                0.93274,               0.000529,               0.000529,               0.000529
                    290,                0.75643,                0.44414,                0.88713,                 0.9531,                0.89588,                0.95146,                0.78476,                0.84819,                0.42929,                0.93233,               0.000496,               0.000496,               0.000496
                    291,                0.69816,                0.37375,                0.88048,                0.95333,                0.89643,                0.95186,                0.78659,                0.84173,                0.42706,                0.93091,               0.000463,               0.000463,               0.000463
                    292,                0.68179,                0.36504,                 0.8754,                0.95268,                0.89726,                0.95246,                0.78775,                0.83464,                0.42445,                 0.9293,                0.00043,                0.00043,                0.00043
                    293,                0.67443,                  0.362,                 0.8739,                 0.9522,                0.89951,                0.95274,                 0.7891,                0.82869,                0.42217,                0.92803,               0.000397,               0.000397,               0.000397
                    294,                0.66493,                0.35706,                0.87109,                0.95231,                 0.9005,                 0.9531,                0.79076,                 0.8236,                0.42023,                0.92696,               0.000364,               0.000364,               0.000364
                    295,                 0.6581,                0.35373,                0.86775,                0.95241,                 0.9003,                0.95336,                0.79168,                0.81863,                0.41812,                0.92589,               0.000331,               0.000331,               0.000331
                    296,                0.65097,                0.34963,                0.86612,                0.95244,                0.90086,                 0.9534,                0.79258,                0.81606,                0.41662,                0.92548,               0.000298,               0.000298,               0.000298
                    297,                0.65349,                 0.3541,                0.86768,                0.95246,                0.90061,                0.95363,                0.79269,                0.81636,                 0.4163,                0.92585,               0.000265,               0.000265,               0.000265
                    298,                 0.6463,                0.34967,                0.86615,                0.95213,                0.90125,                0.95374,                0.79331,                0.81411,                0.41535,                0.92557,               0.000232,               0.000232,               0.000232
                    299,                0.64196,                0.34654,                0.86481,                0.95407,                0.90052,                0.95397,                0.79391,                0.81366,                0.41474,                0.92571,               0.000199,               0.000199,               0.000199
                    300,                0.63513,                 0.3436,                0.86265,                0.95431,                  0.901,                 0.9546,                0.79418,                0.81372,                0.41426,                0.92599,               0.000166,               0.000166,               0.000166
